# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
 2305       1.439834296001e-11       7.477339186729e-13      -1.313254793541e-12       0.000000000000e+00       1.550180132442e-16       1.026433071277e-17       5.550513486593e-18 
 2306       1.440423639943e-11       7.429486373286e-13      -1.317540370090e-12       0.000000000000e+00       1.546851964433e-16       1.021485907346e-17       5.480988188698e-18 
 2307       1.441036488222e-11       7.381270760971e-13      -1.321569978952e-12       0.000000000000e+00       1.543531608806e-16       1.016666024095e-17       5.411311784438e-18 
 2308       1.441671202732e-11       7.332708087885e-13      -1.325344166244e-12       0.000000000000e+00       1.540219047304e-16       1.011978421977e-17       5.341539702424e-18 
 2309       1.442326139531e-11       7.283814148729e-13      -1.328863481734e-12       0.000000000000e+00       1.536914261521e-16       1.007428117877e-17       5.271727563846e-18 
 2310       1.442999648831e-11       7.234604794862e-13      -1.332128478847e-12       0.000000000000e+00       1.533617232903e-16       1.003020145124e-17       5.201931182684e-18 
 2311       1.443690074993e-11       7.185095934367e-13      -1.335139714668e-12       0.000000000000e+00       1.530327942745e-16       9.987595535128e-18       5.132206565918e-18 
 2312       1.444395756520e-11       7.135303532113e-13      -1.337897749948e-12       0.000000000000e+00       1.527046372195e-16       9.946514093182e-18       5.062609913735e-18 
 2313       1.445115026052e-11       7.085243609811e-13      -1.340403149106e-12       0.000000000000e+00       1.523772502250e-16       9.907007953145e-18       4.993197619737e-18 
 2314       1.445846210359e-11       7.034932246085e-13      -1.342656480239e-12       0.000000000000e+00       1.520506313758e-16       9.869128107920e-18       4.924026271149e-18 
 2315       1.446587630332e-11       6.984385576527e-13      -1.344658315119e-12       0.000000000000e+00       1.517247787417e-16       9.832925715749e-18       4.855152649032e-18 
 2316       1.447337600982e-11       6.933619793761e-13      -1.346409229206e-12       0.000000000000e+00       1.513996903775e-16       9.798452100386e-18       4.786633728485e-18 
 2317       1.448094431428e-11       6.882651147504e-13      -1.347909801644e-12       0.000000000000e+00       1.510753643229e-16       9.765758751269e-18       4.718526678861e-18 
 2318       1.448856424895e-11       6.831495944633e-13      -1.349160615272e-12       0.000000000000e+00       1.507517986027e-16       9.734897323699e-18       4.650888863967e-18 
 2319       1.449621878704e-11       6.780170549238e-13      -1.350162256628e-12       0.000000000000e+00       1.504289912264e-16       9.705919639011e-18       4.583777842280e-18 
 2320       1.450389084269e-11       6.728691382693e-13      -1.350915315948e-12       0.000000000000e+00       1.501069401886e-16       9.678877684753e-18       4.517251367153e-18 
 2321       1.451156327089e-11       6.677074923712e-13      -1.351420387178e-12       0.000000000000e+00       1.497856434688e-16       9.653823614853e-18       4.451367387022e-18 
 2322       1.451921886740e-11       6.625337708412e-13      -1.351678067975e-12       0.000000000000e+00       1.494650990313e-16       9.630809749802e-18       4.386184045615e-18 
 2323       1.452684036871e-11       6.573496330378e-13      -1.351688959709e-12       0.000000000000e+00       1.491453048253e-16       9.609888576822e-18       4.321759682164e-18 
 2324       1.453441045198e-11       6.521567440721e-13      -1.351453667474e-12       0.000000000000e+00       1.488262587846e-16       9.591112750043e-18       4.258152831608e-18 
 2325       1.454191173496e-11       6.469567748142e-13      -1.350972800087e-12       0.000000000000e+00       1.485079588282e-16       9.574535090681e-18       4.195422224808e-18 
 2326       1.454932677592e-11       6.417514018994e-13      -1.350246970095e-12       0.000000000000e+00       1.481904028597e-16       9.560208587204e-18       4.133626788749e-18 
 2327       1.455663807361e-11       6.365423077343e-13      -1.349276793779e-12       0.000000000000e+00       1.478735887674e-16       9.548186395517e-18       4.072825646754e-18 
 2328       1.456382806717e-11       6.313311805031e-13      -1.348062891160e-12       0.000000000000e+00       1.475575144245e-16       9.538521839127e-18       4.013078118688e-18 
 2329       1.457087913609e-11       6.261197141737e-13      -1.346605885999e-12       0.000000000000e+00       1.472421776888e-16       9.531268409324e-18       3.954443721170e-18 
 2330       1.457777360015e-11       6.209096085040e-13      -1.344906405809e-12       0.000000000000e+00       1.469275764030e-16       9.526479765354e-18       3.896982167782e-18 
 2331       1.458449371931e-11       6.157025690479e-13      -1.342965081854e-12       0.000000000000e+00       1.466137083942e-16       9.524209734590e-18       3.840753369273e-18 
 2332       1.459102169370e-11       6.105003071617e-13      -1.340782549155e-12       0.000000000000e+00       1.463005714744e-16       9.524512312712e-18       3.785817433772e-18 
 2333       1.459733966354e-11       6.053045400102e-13      -1.338359446493e-12       0.000000000000e+00       1.459881634403e-16       9.527441663878e-18       3.732234666996e-18 
 2334       1.460342970904e-11       6.001169905731e-13      -1.335696416420e-12       0.000000000000e+00       1.456764820730e-16       9.533052120899e-18       3.680065572456e-18 
 2335       1.460927385041e-11       5.949393876507e-13      -1.332794105254e-12       0.000000000000e+00       1.453655251384e-16       9.541398185415e-18       3.629370851669e-18 
 2336       1.461485404771e-11       5.897734658705e-13      -1.329653163091e-12       0.000000000000e+00       1.450552903870e-16       9.552534528068e-18       3.580211404363e-18 
 2337       1.462015220086e-11       5.846209656935e-13      -1.326274243807e-12       0.000000000000e+00       1.447457755537e-16       9.566515988677e-18       3.532648328689e-18 
 2338       1.462515189642e-11       5.794835245957e-13      -1.322658470999e-12       0.000000000000e+00       1.444369784867e-16       9.583381131680e-18       3.486721530413e-18 
 2339       1.462984366019e-11       5.743623498576e-13      -1.318808838988e-12       0.000000000000e+00       1.441288975332e-16       9.603102799577e-18       3.442385403695e-18 
 2340       1.463421973737e-11       5.692585437384e-13      -1.314728820600e-12       0.000000000000e+00       1.438215311560e-16       9.625637250190e-18       3.399572747950e-18 
 2341       1.463827234866e-11       5.641732121175e-13      -1.310421902038e-12       0.000000000000e+00       1.435148778050e-16       9.650940573095e-18       3.358216122024e-18 
 2342       1.464199369022e-11       5.591074644990e-13      -1.305891582900e-12       0.000000000000e+00       1.432089359172e-16       9.678968689436e-18       3.318247843938e-18 
 2343       1.464537593368e-11       5.540624140148e-13      -1.301141376193e-12       0.000000000000e+00       1.429037039167e-16       9.709677351738e-18       3.279599990622e-18 
 2344       1.464841122604e-11       5.490391774292e-13      -1.296174808343e-12       0.000000000000e+00       1.425991802146e-16       9.743022143720e-18       3.242204397658e-18 
 2345       1.465109168972e-11       5.440388751417e-13      -1.290995419219e-12       0.000000000000e+00       1.422953632093e-16       9.778958480110e-18       3.205992659018e-18 
 2346       1.465340942251e-11       5.390626311918e-13      -1.285606762140e-12       0.000000000000e+00       1.419922512860e-16       9.817441606458e-18       3.170896126803e-18 
 2347       1.465535649752e-11       5.341115732622e-13      -1.280012403893e-12       0.000000000000e+00       1.416898428172e-16       9.858426598949e-18       3.136845910981e-18 
 2348       1.465692496319e-11       5.291868326827e-13      -1.274215924747e-12       0.000000000000e+00       1.413881361621e-16       9.901868364219e-18       3.103772879128e-18 
 2349       1.465810684323e-11       5.242895444342e-13      -1.268220918468e-12       0.000000000000e+00       1.410871296671e-16       9.947721639166e-18       3.071607656168e-18 
 2350       1.465889413663e-11       5.194208471524e-13      -1.262030992336e-12       0.000000000000e+00       1.407868216656e-16       9.995940990763e-18       3.040280624108e-18 
 2351       1.465927881760e-11       5.145818831315e-13      -1.255649767156e-12       0.000000000000e+00       1.404872104779e-16       1.004648081588e-17       3.009721921783e-18 
 2352       1.465925283559e-11       5.097737983281e-13      -1.249080877275e-12       0.000000000000e+00       1.401882944112e-16       1.009929534108e-17       2.979861444590e-18 
 2353       1.465880811521e-11       5.049977423651e-13      -1.242327970596e-12       0.000000000000e+00       1.398900717598e-16       1.015433862245e-17       2.950628844230e-18 
 2354       1.465793655624e-11       5.002548685353e-13      -1.235394708594e-12       0.000000000000e+00       1.395925408047e-16       1.021156454541e-17       2.921953528445e-18 
 2355       1.465663003360e-11       4.955463338054e-13      -1.228284766331e-12       0.000000000000e+00       1.392956998140e-16       1.027092682453e-17       2.893764660762e-18 
 2356       1.465488039732e-11       4.908732988196e-13      -1.221001832467e-12       0.000000000000e+00       1.389995470426e-16       1.033237900333e-17       2.865991160225e-18 
 2357       1.465267947249e-11       4.862369279038e-13      -1.213549609280e-12       0.000000000000e+00       1.387040807321e-16       1.039587445410e-17       2.838561701140e-18 
 2358       1.465001905931e-11       4.816383890687e-13      -1.205931812679e-12       0.000000000000e+00       1.384092991114e-16       1.046136637773e-17       2.811404712812e-18 
 2359       1.464689093296e-11       4.770788540146e-13      -1.198152172217e-12       0.000000000000e+00       1.381152003956e-16       1.052880780349e-17       2.784448379285e-18 
 2360       1.464328684366e-11       4.725594981341e-13      -1.190214431107e-12       0.000000000000e+00       1.378217827872e-16       1.059815158888e-17       2.757620639078e-18 
 2361       1.463919851661e-11       4.680815005167e-13      -1.182122346238e-12       0.000000000000e+00       1.375290444751e-16       1.066935041943e-17       2.730849184930e-18 
 2362       1.463461765195e-11       4.636460439525e-13      -1.173879688188e-12       0.000000000000e+00       1.372369836352e-16       1.074235680849e-17       2.704061463533e-18 
 2363       1.462953592478e-11       4.592543149357e-13      -1.165490241241e-12       0.000000000000e+00       1.369455984301e-16       1.081712309708e-17       2.677184675275e-18 
 2364       1.462394498507e-11       4.549075036685e-13      -1.156957803398e-12       0.000000000000e+00       1.366548870090e-16       1.089360145369e-17       2.650145773980e-18 
 2365       1.461783645771e-11       4.506068040652e-13      -1.148286186397e-12       0.000000000000e+00       1.363648475081e-16       1.097174387409e-17       2.622871466642e-18 
 2366       1.461120194242e-11       4.463534137556e-13      -1.139479215723e-12       0.000000000000e+00       1.360754780501e-16       1.105150218115e-17       2.595288213171e-18 
 2367       1.460403301375e-11       4.421485340890e-13      -1.130540730627e-12       0.000000000000e+00       1.357867767445e-16       1.113282802462e-17       2.567322226126e-18 
 2368       1.459632122106e-11       4.379933701381e-13      -1.121474584136e-12       0.000000000000e+00       1.354987416874e-16       1.121567288102e-17       2.538899470458e-18 
 2369       1.458805808850e-11       4.338891307026e-13      -1.112284643072e-12       0.000000000000e+00       1.352113709616e-16       1.129998805337e-17       2.509945663248e-18 
 2370       1.457923511496e-11       4.298370283133e-13      -1.102974788065e-12       0.000000000000e+00       1.349246626366e-16       1.138572467105e-17       2.480386273448e-18 
 2371       1.456984377406e-11       4.258382792355e-13      -1.093548913570e-12       0.000000000000e+00       1.346386147685e-16       1.147283368962e-17       2.450146521615e-18 
 2372       1.455987551412e-11       4.218941034731e-13      -1.084010927877e-12       0.000000000000e+00       1.343532253999e-16       1.156126589059e-17       2.419151379656e-18 
